             a_s;              fi;               F;            mean;             std;       corr_mean;   corr_std_koef
        -6.65000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.60000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.55000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.50000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.45000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.40000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.35000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.30000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.25000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.20000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.15000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000;         0.00000
        -6.10000;         0.00000;         0.00000;         0.00000;         0.00001;         0.00000;         0.00000
        -6.05000;         0.00000;         0.00000;         0.00000;         0.00001;         0.00000;         0.00000
        -6.00000;         0.00000;         0.00000;         0.00000;         0.00001;         0.00000;         0.00000
        -5.95000;         0.00000;         0.00000;         0.00000;         0.00001;         0.00000;         0.00000
        -5.90000;         0.00000;         0.00000;         0.00000;         0.00001;         0.00000;         0.00000
        -5.85000;         0.00000;         0.00000;         0.00000;         0.00001;         0.00000;         0.00000
        -5.80000;         0.00000;         0.00000;         0.00000;         0.00001;         0.00000;         0.00000
        -5.75000;         0.00000;         0.00000;         0.00000;         0.00002;         0.00000;         0.00000
        -5.70000;         0.00000;         0.00000;         0.00000;         0.00002;         0.00000;         0.00000
        -5.65000;         0.00000;         0.00000;         0.00000;         0.00002;         0.00000;         0.00000
        -5.60000;         0.00000;         0.00000;         0.00000;         0.00002;         0.00000;         0.00000
        -5.55000;         0.00000;         0.00000;         0.00000;         0.00003;         0.00000;         0.00000
        -5.50000;         0.00000;         0.00000;         0.00000;         0.00003;         0.00000;         0.00000
        -5.45000;         0.00000;         0.00000;         0.00000;         0.00004;         0.00000;         0.00000
        -5.40000;         0.00000;         0.00000;         0.00000;         0.00004;         0.00000;         0.00000
        -5.35000;         0.00000;         0.00000;         0.00000;         0.00005;         0.00000;         0.00000
        -5.30000;         0.00000;         0.00000;         0.00000;         0.00006;         0.00000;         0.00000
        -5.25000;         0.00000;         0.00000;         0.00000;         0.00007;         0.00000;         0.00000
        -5.20000;         0.00000;         0.00000;         0.00000;         0.00008;         0.00000;         0.00000
        -5.15000;         0.00000;         0.00000;         0.00000;         0.00009;         0.00000;         0.00000
        -5.10000;         0.00000;         0.00000;         0.00000;         0.00011;         0.00000;         0.00000
        -5.05000;         0.00000;         0.00000;         0.00000;         0.00012;         0.00000;         0.00000
        -5.00000;         0.00000;         0.00000;         0.00000;         0.00014;         0.00000;         0.00000
        -4.95000;         0.00000;         0.00000;         0.00000;         0.00016;         0.00000;         0.00000
        -4.90000;         0.00000;         0.00000;         0.00000;         0.00018;         0.00000;         0.00000
        -4.85000;         0.00000;         0.00000;         0.00000;         0.00021;         0.00000;         0.00000
        -4.80000;         0.00000;         0.00000;         0.00000;         0.00024;         0.00000;         0.00000
        -4.75000;         0.00001;         0.00000;         0.00000;         0.00027;         0.00000;         0.00000
        -4.70000;         0.00001;         0.00000;         0.00000;         0.00031;         0.00000;         0.00000
        -4.65000;         0.00001;         0.00000;         0.00000;         0.00036;         0.00000;         0.00000
        -4.60000;         0.00001;         0.00000;         0.00000;         0.00041;         0.00000;         0.00000
        -4.55000;         0.00001;         0.00000;         0.00000;         0.00046;         0.00000;         0.00000
        -4.50000;         0.00002;         0.00000;         0.00000;         0.00052;         0.00000;         0.00000
        -4.45000;         0.00002;         0.00000;         0.00000;         0.00059;         0.00000;         0.00000
        -4.40000;         0.00002;         0.00001;         0.00000;         0.00067;         0.00000;         0.00000
        -4.35000;         0.00003;         0.00001;         0.00000;         0.00076;         0.00000;         0.00000
        -4.30000;         0.00004;         0.00001;         0.00000;         0.00086;         0.00000;         0.00000
        -4.25000;         0.00005;         0.00001;         0.00000;         0.00097;         0.00000;         0.00000
        -4.20000;         0.00006;         0.00001;         0.00000;         0.00110;         0.00000;         0.00000
        -4.15000;         0.00007;         0.00002;         0.00000;         0.00124;         0.00000;         0.00000
        -4.10000;         0.00009;         0.00002;         0.00000;         0.00139;         0.00000;         0.00000
        -4.05000;         0.00011;         0.00003;         0.00001;         0.00157;         0.00000;         0.00000
        -4.00000;         0.00013;         0.00003;         0.00001;         0.00176;         0.00000;         0.00000
        -3.95000;         0.00016;         0.00004;         0.00001;         0.00197;         0.00000;         0.00000
        -3.90000;         0.00020;         0.00005;         0.00001;         0.00221;         0.00000;         0.00000
        -3.85000;         0.00024;         0.00006;         0.00001;         0.00247;         0.00000;         0.00000
        -3.80000;         0.00029;         0.00007;         0.00002;         0.00277;         0.00000;         0.00000
        -3.75000;         0.00035;         0.00009;         0.00002;         0.00309;         0.00000;         0.00000
        -3.70000;         0.00042;         0.00011;         0.00003;         0.00345;         0.00000;         0.00000
        -3.65000;         0.00051;         0.00013;         0.00003;         0.00384;         0.00000;         0.00000
        -3.60000;         0.00061;         0.00016;         0.00004;         0.00428;         0.00000;         0.00000
        -3.55000;         0.00073;         0.00019;         0.00005;         0.00476;         0.00000;         0.00000
        -3.50000;         0.00087;         0.00023;         0.00006;         0.00529;         0.00000;         0.00000
        -3.45000;         0.00104;         0.00028;         0.00007;         0.00587;         0.00000;         0.00000
        -3.40000;         0.00123;         0.00034;         0.00009;         0.00650;         0.00000;         0.00000
        -3.35000;         0.00146;         0.00040;         0.00011;         0.00720;         0.00000;         0.00000
        -3.30000;         0.00172;         0.00048;         0.00013;         0.00796;         0.00000;         0.00000
        -3.25000;         0.00203;         0.00058;         0.00015;         0.00880;         0.00000;         0.00000
        -3.20000;         0.00238;         0.00069;         0.00019;         0.00971;         0.00000;         0.00000
        -3.15000;         0.00279;         0.00082;         0.00022;         0.01071;         0.00000;         0.00000
        -3.10000;         0.00327;         0.00097;         0.00027;         0.01179;         0.00000;         0.00000
        -3.05000;         0.00381;         0.00114;         0.00032;         0.01297;         0.00000;         0.00000
        -3.00000;         0.00443;         0.00135;         0.00038;         0.01426;         0.00000;         0.00000
        -2.95000;         0.00514;         0.00159;         0.00046;         0.01565;         0.00000;         0.00000
        -2.90000;         0.00595;         0.00187;         0.00054;         0.01717;         0.00000;         0.00000
        -2.85000;         0.00687;         0.00219;         0.00064;         0.01881;         0.00000;         0.00000
        -2.80000;         0.00792;         0.00256;         0.00076;         0.02058;         0.00000;         0.00000
        -2.75000;         0.00909;         0.00298;         0.00090;         0.02250;         0.00000;         0.00000
        -2.70000;         0.01042;         0.00347;         0.00106;         0.02457;         0.00000;         0.00000
        -2.65000;         0.01191;         0.00402;         0.00125;         0.02680;         0.00000;         0.00000
        -2.60000;         0.01358;         0.00466;         0.00146;         0.02921;         0.00000;         0.00000
        -2.55000;         0.01545;         0.00539;         0.00171;         0.03179;         0.00000;         0.00000
        -2.50000;         0.01753;         0.00621;         0.00200;         0.03457;         0.00000;         0.00000
        -2.45000;         0.01984;         0.00714;         0.00234;         0.03756;         0.00000;         0.00000
        -2.40000;         0.02239;         0.00820;         0.00272;         0.04076;         0.00000;         0.00000
        -2.35000;         0.02522;         0.00939;         0.00316;         0.04418;         0.00000;         0.00000
